dd/mm/yyyy hh/mm/ss (x, y)
24/09/2024 11:42:34 (0.0 0.0)
24/09/2024 11:42:34 (0.0 0.0)
24/09/2024 11:42:34 (0.0 0.0)
24/09/2024 11:42:34 (0.0 0.0)
24/09/2024 11:42:34 (0.0 0.0)
24/09/2024 11:42:34 (0.0 0.0)
24/09/2024 11:42:34 (0.0 0.0)
24/09/2024 11:42:34 (0.0 0.0)
24/09/2024 11:42:34 (0.0 0.0)
24/09/2024 11:42:35 (0.0 0.0)
24/09/2024 11:42:35 (0.0 0.0)
24/09/2024 11:42:35 (0.0 0.0)
24/09/2024 11:42:35 (0.0 0.0)
24/09/2024 11:42:35 (0.0 0.0)
24/09/2024 11:42:35 (0.0 0.0)
24/09/2024 11:42:35 (0.0 0.0)
24/09/2024 11:42:36 (0.0 0.0)
24/09/2024 11:42:36 (0.0 0.0)
24/09/2024 11:42:36 (0.0 0.0)
24/09/2024 11:42:36 (0.0 0.0)
24/09/2024 11:42:36 (0.0 0.0)
24/09/2024 11:42:36 (0.0 0.0)
24/09/2024 11:42:36 (0.0 0.0)
24/09/2024 11:42:36 (0.0 0.0)
24/09/2024 11:42:37 (0.0 0.0)
24/09/2024 11:42:37 (0.0 0.0)
24/09/2024 11:42:37 (0.0 0.0)
24/09/2024 11:42:37 (0.0 0.0)
24/09/2024 11:42:37 (0.0 0.0)
24/09/2024 11:42:37 (0.0 0.0)
24/09/2024 11:42:37 (0.0 0.0)
24/09/2024 11:42:37 (0.0 0.0)
24/09/2024 11:42:38 (0.0 0.0)
24/09/2024 11:42:38 (0.0 0.0)
24/09/2024 11:42:38 (0.0 0.0)
24/09/2024 11:42:38 (0.0 0.0)
24/09/2024 11:42:38 (0.0 0.0)
24/09/2024 11:42:38 (0.0 0.0)
24/09/2024 11:42:38 (0.0 0.0)
24/09/2024 11:42:39 (0.0 0.0)
24/09/2024 11:42:39 (0.0 0.0)
24/09/2024 11:42:39 (0.0 0.0)
24/09/2024 11:42:39 (0.0 0.0)
24/09/2024 11:42:39 (0.0 0.0)
24/09/2024 11:42:39 (0.0 0.0)
24/09/2024 11:42:39 (0.0 0.0)
24/09/2024 11:42:40 (0.0 0.0)
24/09/2024 11:42:40 (0.0 0.0)
24/09/2024 11:42:40 (0.0 0.0)
24/09/2024 11:42:40 (0.0 0.0)
24/09/2024 11:42:40 (0.0 0.0)
24/09/2024 11:42:40 (0.0 0.0)
24/09/2024 11:42:40 (0.0 0.0)
24/09/2024 11:42:41 (0.0 0.0)
24/09/2024 11:42:41 (0.0 0.0)
24/09/2024 11:42:41 (0.0 0.0)
24/09/2024 11:42:41 (0.0 0.0)
24/09/2024 11:42:41 (0.0 0.0)
24/09/2024 11:42:41 (0.0 0.0)
24/09/2024 11:42:41 (0.0 0.0)
24/09/2024 11:42:41 (0.0 0.0)
24/09/2024 11:42:41 (0.0 0.0)
24/09/2024 11:42:42 (0.0 0.0)
24/09/2024 11:42:42 (0.0 0.0)
24/09/2024 11:42:42 (0.0 0.0)
24/09/2024 11:42:42 (0.0 0.0)
24/09/2024 11:42:42 (0.0 0.0)
24/09/2024 11:42:43 (0.0 0.0)
24/09/2024 11:42:43 (0.0 0.0)
24/09/2024 11:42:43 (0.0 0.0)
24/09/2024 11:42:43 (0.0 0.0)
24/09/2024 11:42:43 (0.0 0.0)
24/09/2024 11:42:43 (0.0 0.0)
24/09/2024 11:42:43 (0.0 0.0)
24/09/2024 11:42:43 (0.0 0.0)
24/09/2024 11:42:43 (0.0 0.0)
24/09/2024 11:42:44 (0.0 0.0)
24/09/2024 11:42:44 (0.0 0.0)
24/09/2024 11:42:44 (0.0 0.0)
24/09/2024 11:42:44 (0.0 0.0)
24/09/2024 11:42:44 (0.0 0.0)
24/09/2024 11:42:44 (0.0 0.0)
24/09/2024 11:42:44 (0.0 0.0)
24/09/2024 11:42:44 (0.0 0.0)
24/09/2024 11:42:45 (0.0 0.0)
24/09/2024 11:42:45 (0.0 0.0)
24/09/2024 11:42:45 (0.0 0.0)
24/09/2024 11:42:45 (0.0 0.0)
24/09/2024 11:42:45 (0.0 0.0)
24/09/2024 11:42:45 (0.0 0.0)
24/09/2024 11:42:45 (0.0 0.0)
24/09/2024 11:42:45 (0.0 0.0)
24/09/2024 11:42:46 (0.0 0.0)
24/09/2024 11:42:46 (0.0 0.0)
24/09/2024 11:42:46 (0.0 0.0)
24/09/2024 11:42:46 (0.0 0.0)
24/09/2024 11:42:46 (0.0 0.0)
24/09/2024 11:42:46 (0.0 0.0)
24/09/2024 11:42:46 (0.0 0.0)
24/09/2024 11:42:46 (0.0 0.0)
24/09/2024 11:42:47 (0.0 0.0)
24/09/2024 11:42:47 (0.0 0.0)
24/09/2024 11:42:47 (0.0 0.0)
24/09/2024 11:42:47 (0.0 0.0)
24/09/2024 11:42:47 (0.0 0.0)
24/09/2024 11:42:47 (0.0 0.0)
24/09/2024 11:42:47 (0.0 0.0)
24/09/2024 11:42:47 (0.0 0.0)
24/09/2024 11:42:48 (0.0 0.0)
24/09/2024 11:42:48 (0.0 0.0)
24/09/2024 11:42:48 (0.0 0.0)
24/09/2024 11:42:48 (0.0 0.0)
24/09/2024 11:42:48 (0.0 0.0)
24/09/2024 11:42:49 (0.0 0.0)
24/09/2024 11:42:49 (0.0 0.0)
24/09/2024 11:42:49 (0.0 0.0)
24/09/2024 11:42:49 (0.0 0.0)
24/09/2024 11:42:49 (0.0 0.0)
24/09/2024 11:42:49 (0.0 0.0)
24/09/2024 11:42:49 (0.0 0.0)
24/09/2024 11:42:50 (0.0 0.0)
24/09/2024 11:42:50 (0.0 0.0)
24/09/2024 11:42:50 (0.0 0.0)
24/09/2024 11:42:50 (0.0 0.0)
24/09/2024 11:42:50 (0.0 0.0)
24/09/2024 11:42:51 (0.0 0.0)
24/09/2024 11:42:51 (0.0 0.0)
24/09/2024 11:42:51 (0.0 0.0)
24/09/2024 11:42:51 (0.0 0.0)
24/09/2024 11:42:51 (0.0 0.0)
24/09/2024 11:42:52 (0.0 0.0)
24/09/2024 11:42:52 (0.0 0.0)
24/09/2024 11:42:52 (0.0 0.0)
24/09/2024 11:42:52 (0.0 0.0)
24/09/2024 11:42:52 (0.0 0.0)
24/09/2024 11:42:52 (0.0 0.0)
24/09/2024 11:42:53 (0.0 0.0)
24/09/2024 11:42:53 (0.0 0.0)
24/09/2024 11:42:53 (0.0 0.0)
24/09/2024 11:42:53 (0.0 0.0)
24/09/2024 11:42:53 (0.0 0.0)
24/09/2024 11:42:53 (0.0 0.0)
24/09/2024 11:42:53 (0.0 0.0)
24/09/2024 11:42:53 (0.0 0.0)
24/09/2024 11:42:54 (0.0 0.0)
24/09/2024 11:42:54 (0.0 0.0)
24/09/2024 11:42:54 (0.0 0.0)
24/09/2024 11:42:54 (0.0 0.0)
24/09/2024 11:42:54 (0.0 0.0)
24/09/2024 11:42:54 (0.0 0.0)
24/09/2024 11:42:54 (0.0 0.0)
24/09/2024 11:42:55 (0.0 0.0)
24/09/2024 11:42:55 (0.0 0.0)
24/09/2024 11:42:55 (0.0 0.0)
24/09/2024 11:42:55 (0.0 0.0)
24/09/2024 11:42:55 (0.0 0.0)
24/09/2024 11:42:55 (0.0 0.0)
24/09/2024 11:42:55 (0.0 0.0)
24/09/2024 11:42:56 (0.0 0.0)
24/09/2024 11:42:56 (0.0 0.0)
24/09/2024 11:42:56 (0.0 0.0)
24/09/2024 11:42:56 (0.0 0.0)
24/09/2024 11:42:56 (0.0 0.0)
24/09/2024 11:42:56 (0.0 0.0)
24/09/2024 11:42:56 (0.0 0.0)
24/09/2024 11:42:57 (0.0 0.0)
24/09/2024 11:42:57 (0.0 0.0)
24/09/2024 11:42:57 (0.0 0.0)
24/09/2024 11:42:57 (0.0 0.0)
24/09/2024 11:42:57 (0.0 0.0)
24/09/2024 11:42:57 (0.0 0.0)
24/09/2024 11:42:57 (0.0 0.0)
24/09/2024 11:42:57 (0.0 0.0)
24/09/2024 11:42:57 (0.0 0.0)
24/09/2024 11:42:58 (0.0 0.0)
24/09/2024 11:42:58 (0.0 0.0)
24/09/2024 11:42:58 (0.0 0.0)
24/09/2024 11:42:58 (0.0 0.0)
24/09/2024 11:42:58 (0.0 0.0)
24/09/2024 11:42:58 (0.0 0.0)
24/09/2024 11:42:59 (0.0 0.0)
24/09/2024 11:42:59 (0.0 0.0)
24/09/2024 11:42:59 (0.0 0.0)
24/09/2024 11:43:00 (0.0 0.0)
24/09/2024 11:43:00 (0.0 0.0)
24/09/2024 11:43:00 (0.0 0.0)
24/09/2024 11:43:00 (0.0 0.0)
24/09/2024 11:43:00 (0.0 0.0)
24/09/2024 11:43:00 (0.0 0.0)
24/09/2024 11:43:00 (0.0 0.0)
24/09/2024 11:43:00 (0.0 0.0)
24/09/2024 11:43:01 (0.0 0.0)
24/09/2024 11:43:01 (0.0 0.0)
24/09/2024 11:43:01 (0.0 0.0)
24/09/2024 11:43:01 (0.0 0.0)
24/09/2024 11:43:01 (0.0 0.0)
24/09/2024 11:43:01 (0.0 0.0)
24/09/2024 11:43:02 (0.0 0.0)
24/09/2024 11:43:02 (0.0 0.0)
24/09/2024 11:43:02 (0.0 0.0)
24/09/2024 11:43:02 (0.0 0.0)
24/09/2024 11:43:02 (0.0 0.0)
24/09/2024 11:43:02 (0.0 0.0)
24/09/2024 11:43:02 (0.0 0.0)
24/09/2024 11:43:02 (0.0 0.0)
24/09/2024 11:43:02 (0.0 0.0)
24/09/2024 11:43:03 (0.0 0.0)
24/09/2024 11:43:03 (0.0 0.0)
24/09/2024 11:43:03 (0.0 0.0)
24/09/2024 11:43:03 (0.0 0.0)
24/09/2024 11:43:03 (0.0 0.0)
24/09/2024 11:43:03 (0.0 0.0)
24/09/2024 11:43:04 (0.0 0.0)
24/09/2024 11:43:04 (0.0 0.0)
24/09/2024 11:43:04 (0.0 0.0)
24/09/2024 11:43:04 (0.0 0.0)
24/09/2024 11:43:04 (0.0 0.0)
24/09/2024 11:43:04 (0.0 0.0)
24/09/2024 11:43:04 (0.0 0.0)
24/09/2024 11:43:04 (0.0 0.0)
24/09/2024 11:43:04 (0.0 0.0)
24/09/2024 11:43:05 (0.0 0.0)
24/09/2024 11:43:05 (0.0 0.0)
24/09/2024 11:43:05 (0.0 0.0)
24/09/2024 11:43:05 (0.0 0.0)
24/09/2024 11:43:05 (0.0 0.0)
24/09/2024 11:43:05 (0.0 0.0)
24/09/2024 11:43:05 (0.0 0.0)
24/09/2024 11:43:05 (0.0 0.0)
24/09/2024 11:43:06 (0.0 0.0)
24/09/2024 11:43:06 (0.0 0.0)
24/09/2024 11:43:06 (0.0 0.0)
24/09/2024 11:43:06 (0.0 0.0)
24/09/2024 11:43:06 (0.0 0.0)
24/09/2024 11:43:06 (0.0 0.0)
24/09/2024 11:43:06 (0.0 0.0)
24/09/2024 11:43:06 (0.0 0.0)
24/09/2024 11:43:06 (0.0 0.0)
24/09/2024 11:43:07 (0.0 0.0)
24/09/2024 11:43:07 (0.0 0.0)
24/09/2024 11:43:07 (0.0 0.0)
24/09/2024 11:43:07 (0.0 0.0)
24/09/2024 11:43:07 (0.0 0.0)
24/09/2024 11:43:07 (0.0 0.0)
24/09/2024 11:43:07 (0.0 0.0)
24/09/2024 11:43:08 (0.0 0.0)
24/09/2024 11:43:08 (0.0 0.0)
24/09/2024 11:43:08 (0.0 0.0)
24/09/2024 11:43:08 (0.0 0.0)
24/09/2024 11:43:08 (0.0 0.0)
24/09/2024 11:43:08 (0.0 0.0)
24/09/2024 11:43:09 (0.0 0.0)
24/09/2024 11:43:09 (0.0 0.0)
24/09/2024 11:43:09 (0.0 0.0)
24/09/2024 11:43:09 (0.0 0.0)
24/09/2024 11:43:09 (0.0 0.0)
24/09/2024 11:43:09 (0.0 0.0)
24/09/2024 11:43:10 (0.0 0.0)
24/09/2024 11:43:10 (0.0 0.0)
24/09/2024 11:43:10 (0.0 0.0)
24/09/2024 11:43:10 (0.0 0.0)
24/09/2024 11:43:10 (0.0 0.0)
24/09/2024 11:43:10 (0.0 0.0)
24/09/2024 11:43:10 (0.0 0.0)
24/09/2024 11:43:10 (0.0 0.0)
24/09/2024 11:43:10 (0.0 0.0)
24/09/2024 11:43:11 (0.0 0.0)
24/09/2024 11:43:11 (0.0 0.0)
24/09/2024 11:43:11 (0.0 0.0)
24/09/2024 11:43:12 (0.0 0.0)
24/09/2024 11:43:12 (0.0 0.0)
24/09/2024 11:43:12 (0.0 0.0)
24/09/2024 11:43:12 (0.0 0.0)
24/09/2024 11:43:13 (0.0 0.0)
24/09/2024 11:43:13 (0.0 0.0)
24/09/2024 11:43:13 (0.0 0.0)
24/09/2024 11:43:13 (0.0 0.0)
24/09/2024 11:43:13 (0.0 0.0)
24/09/2024 11:43:14 (0.0 0.0)
24/09/2024 11:43:14 (0.0 0.0)
24/09/2024 11:43:14 (0.0 0.0)
24/09/2024 11:43:14 (0.0 0.0)
24/09/2024 11:43:14 (0.0 0.0)
24/09/2024 11:43:14 (0.0 0.0)
24/09/2024 11:43:14 (0.0 0.0)
24/09/2024 11:43:14 (0.0 0.0)
24/09/2024 11:43:15 (0.0 0.0)
24/09/2024 11:43:15 (0.0 0.0)
24/09/2024 11:43:15 (0.0 0.0)
24/09/2024 11:43:15 (0.0 0.0)
24/09/2024 11:43:15 (0.0 0.0)
24/09/2024 11:43:15 (0.0 0.0)
24/09/2024 11:43:15 (0.0 0.0)
24/09/2024 11:43:16 (0.0 0.0)
24/09/2024 11:43:16 (0.0 0.0)
24/09/2024 11:43:16 (0.0 0.0)
24/09/2024 11:43:16 (0.0 0.0)
24/09/2024 11:43:16 (0.0 0.0)
24/09/2024 11:43:16 (0.0 0.0)
24/09/2024 11:43:16 (0.0 0.0)
24/09/2024 11:43:17 (0.0 0.0)
24/09/2024 11:43:17 (0.0 0.0)
24/09/2024 11:43:17 (0.0 0.0)
24/09/2024 11:43:17 (0.0 0.0)
24/09/2024 11:43:17 (0.0 0.0)
24/09/2024 11:43:17 (0.0 0.0)
24/09/2024 11:43:18 (0.0 0.0)
24/09/2024 11:43:18 (0.0 0.0)
24/09/2024 11:43:18 (0.0 0.0)
24/09/2024 11:43:18 (0.0 0.0)
24/09/2024 11:43:18 (0.0 0.0)
24/09/2024 11:43:18 (0.0 0.0)
24/09/2024 11:43:18 (0.0 0.0)
24/09/2024 11:43:19 (0.0 0.0)
24/09/2024 11:43:19 (0.0 0.0)
24/09/2024 11:43:19 (0.0 0.0)
24/09/2024 11:43:19 (0.0 0.0)
24/09/2024 11:43:19 (0.0 0.0)
24/09/2024 11:43:19 (0.0 0.0)
24/09/2024 11:43:19 (0.0 0.0)
24/09/2024 11:43:19 (0.0 0.0)
24/09/2024 11:43:19 (0.0 0.0)
24/09/2024 11:43:19 (0.0 0.0)
24/09/2024 11:43:20 (0.0 0.0)
24/09/2024 11:43:20 (0.0 0.0)
24/09/2024 11:43:20 (0.0 0.0)
24/09/2024 11:43:20 (0.0 0.0)
24/09/2024 11:43:20 (0.0 0.0)
24/09/2024 11:43:20 (0.0 0.0)
24/09/2024 11:43:20 (0.0 0.0)
24/09/2024 11:43:21 (0.0 0.0)
24/09/2024 11:43:21 (0.0 0.0)
24/09/2024 11:43:21 (0.0 0.0)
24/09/2024 11:43:21 (0.0 0.0)
24/09/2024 11:43:21 (0.0 0.0)
24/09/2024 11:43:21 (0.0 0.0)
24/09/2024 11:43:21 (0.0 0.0)
24/09/2024 11:43:21 (0.0 0.0)
24/09/2024 11:43:22 (0.0 0.0)
24/09/2024 11:43:22 (0.0 0.0)
24/09/2024 11:43:22 (0.0 0.0)
24/09/2024 11:43:22 (0.0 0.0)
24/09/2024 11:43:22 (0.0 0.0)
24/09/2024 11:43:22 (0.0 0.0)
24/09/2024 11:43:22 (0.0 0.0)
24/09/2024 11:43:22 (0.0 0.0)
24/09/2024 11:43:22 (0.0 0.0)
24/09/2024 11:43:23 (0.0 0.0)
24/09/2024 11:43:23 (0.0 0.0)
24/09/2024 11:43:23 (0.0 0.0)
24/09/2024 11:43:23 (0.0 0.0)
24/09/2024 11:43:23 (0.0 0.0)
24/09/2024 11:43:23 (0.0 0.0)
24/09/2024 11:43:24 (0.0 0.0)
24/09/2024 11:43:24 (0.0 0.0)
24/09/2024 11:43:24 (0.0 0.0)
24/09/2024 11:43:24 (0.0 0.0)
24/09/2024 11:43:24 (0.0 0.0)
24/09/2024 11:43:24 (0.0 0.0)
24/09/2024 11:43:24 (0.0 0.0)
24/09/2024 11:43:25 (0.0 0.0)
24/09/2024 11:43:25 (0.0 0.0)
24/09/2024 11:43:25 (0.0 0.0)
24/09/2024 11:43:25 (0.0 0.0)
24/09/2024 11:43:26 (0.0 0.0)
24/09/2024 11:43:26 (0.0 0.0)
24/09/2024 11:43:26 (0.0 0.0)
24/09/2024 11:43:26 (0.0 0.0)
24/09/2024 11:43:26 (0.0 0.0)
24/09/2024 11:43:26 (0.0 0.0)
24/09/2024 11:43:26 (0.0 0.0)
24/09/2024 11:43:26 (0.0 0.0)
24/09/2024 11:43:26 (0.0 0.0)
24/09/2024 11:43:27 (0.0 0.0)
24/09/2024 11:43:27 (0.0 0.0)
24/09/2024 11:43:27 (0.0 0.0)
24/09/2024 11:43:27 (0.0 0.0)
24/09/2024 11:43:27 (0.0 0.0)
24/09/2024 11:43:27 (0.0 0.0)
24/09/2024 11:43:28 (0.0 0.0)
24/09/2024 11:43:28 (0.0 0.0)
24/09/2024 11:43:30 (0.0 0.0)
24/09/2024 11:43:30 (0.0 0.0)
24/09/2024 11:43:30 (0.0 0.0)
24/09/2024 11:43:30 (0.0 0.0)
24/09/2024 11:43:30 (0.0 0.0)
24/09/2024 11:43:30 (0.0 0.0)
24/09/2024 11:43:30 (0.0 0.0)
24/09/2024 11:43:30 (0.0 0.0)
24/09/2024 11:43:30 (0.0 0.0)
24/09/2024 11:43:30 (0.0 0.0)
24/09/2024 11:43:30 (0.0 0.0)
24/09/2024 11:43:31 (0.0 0.0)
24/09/2024 11:43:38 (0.0 0.0)
24/09/2024 11:43:38 (0.0 0.0)
24/09/2024 11:43:39 (0.0 0.0)
24/09/2024 11:43:39 (0.0 0.0)
24/09/2024 11:43:39 (0.0 0.0)
24/09/2024 11:43:39 (0.0 0.0)
24/09/2024 11:43:39 (0.0 0.0)
24/09/2024 11:43:39 (0.0 0.0)
24/09/2024 11:43:39 (0.0 0.0)
24/09/2024 11:43:39 (0.0 0.0)
24/09/2024 11:43:39 (0.0 0.0)
24/09/2024 11:43:39 (0.0 0.0)
24/09/2024 11:43:40 (0.0 0.0)
24/09/2024 11:43:40 (0.0 0.0)
24/09/2024 11:43:40 (0.0 0.0)
24/09/2024 11:43:40 (0.0 0.0)
24/09/2024 11:43:40 (0.0 0.0)
24/09/2024 11:43:40 (0.0 0.0)
24/09/2024 11:43:41 (0.0 0.0)
24/09/2024 11:43:41 (0.0 0.0)
24/09/2024 11:43:41 (0.0 0.0)
24/09/2024 11:43:41 (0.0 0.0)
24/09/2024 11:43:41 (0.0 0.0)
24/09/2024 11:43:41 (0.0 0.0)
24/09/2024 11:43:41 (0.0 0.0)
24/09/2024 11:43:43 (0.0 0.0)
24/09/2024 11:43:43 (0.0 0.0)
24/09/2024 11:43:43 (0.0 0.0)
24/09/2024 11:43:43 (0.0 0.0)
24/09/2024 11:43:43 (0.0 0.0)
24/09/2024 11:43:43 (0.0 0.0)
24/09/2024 11:43:43 (0.0 0.0)
24/09/2024 11:43:43 (0.0 0.0)
24/09/2024 11:43:44 (0.0 0.0)
24/09/2024 11:43:44 (0.0 0.0)
24/09/2024 11:43:44 (0.0 0.0)
24/09/2024 11:43:44 (0.0 0.0)
24/09/2024 11:43:44 (0.0 0.0)
24/09/2024 11:43:44 (0.0 0.0)
24/09/2024 11:43:44 (0.0 0.0)
24/09/2024 11:43:45 (0.0 0.0)
24/09/2024 11:43:45 (0.0 0.0)
24/09/2024 11:43:45 (0.0 0.0)
24/09/2024 11:43:45 (0.0 0.0)
24/09/2024 11:43:45 (0.0 0.0)
24/09/2024 11:43:45 (0.0 0.0)
24/09/2024 11:43:45 (0.0 0.0)
24/09/2024 11:43:45 (0.0 0.0)
24/09/2024 11:43:45 (0.0 0.0)
24/09/2024 11:43:46 (0.0 0.0)
24/09/2024 11:43:46 (0.0 0.0)
24/09/2024 11:43:46 (0.0 0.0)
24/09/2024 11:43:46 (0.0 0.0)
24/09/2024 11:43:46 (0.0 0.0)
24/09/2024 11:43:46 (0.0 0.0)
24/09/2024 11:43:46 (0.0 0.0)
24/09/2024 11:43:46 (0.0 0.0)
24/09/2024 11:43:46 (0.0 0.0)
24/09/2024 11:43:46 (0.0 0.0)
24/09/2024 11:43:47 (0.0 0.0)
24/09/2024 11:43:47 (0.0 0.0)
24/09/2024 11:43:47 (0.0 0.0)
24/09/2024 11:43:47 (0.0 0.0)
24/09/2024 11:43:47 (0.0 0.0)
24/09/2024 11:43:47 (0.0 0.0)
24/09/2024 11:43:47 (0.0 0.0)
24/09/2024 11:43:47 (0.0 0.0)
24/09/2024 11:43:48 (0.0 0.0)
24/09/2024 11:43:48 (0.0 0.0)
24/09/2024 11:43:48 (0.0 0.0)
24/09/2024 11:43:48 (0.0 0.0)
24/09/2024 11:43:49 (0.0 0.0)
24/09/2024 11:43:49 (0.0 0.0)
24/09/2024 11:43:49 (0.0 0.0)
24/09/2024 11:43:49 (0.0 0.0)
24/09/2024 11:43:50 (0.0 0.0)
24/09/2024 11:43:50 (0.0 0.0)
24/09/2024 11:43:50 (0.0 0.0)
24/09/2024 11:43:50 (0.0 0.0)
24/09/2024 11:43:50 (0.0 0.0)
24/09/2024 11:43:50 (0.0 0.0)
24/09/2024 11:43:50 (0.0 0.0)
24/09/2024 11:43:51 (0.0 0.0)
24/09/2024 11:43:51 (0.0 0.0)
24/09/2024 11:43:51 (0.0 0.0)
24/09/2024 11:43:51 (0.0 0.0)
24/09/2024 11:43:51 (0.0 0.0)
24/09/2024 11:43:51 (0.0 0.0)
24/09/2024 11:43:51 (0.0 0.0)
24/09/2024 11:44:01 (0.0 0.0)
24/09/2024 11:44:01 (0.0 0.0)
24/09/2024 11:44:01 (0.0 0.0)
24/09/2024 11:44:01 (0.0 0.0)
24/09/2024 11:44:02 (0.0 0.0)
24/09/2024 11:44:02 (0.0 0.0)
24/09/2024 11:44:02 (0.0 0.0)
24/09/2024 11:44:02 (0.0 0.0)
24/09/2024 11:44:02 (0.0 0.0)
24/09/2024 11:44:02 (0.0 0.0)
24/09/2024 11:44:02 (0.0 0.0)
24/09/2024 11:44:03 (0.0 0.0)
24/09/2024 11:44:03 (0.0 0.0)
24/09/2024 11:44:03 (0.0 0.0)
24/09/2024 11:44:03 (0.0 0.0)
24/09/2024 11:44:03 (0.0 0.0)
24/09/2024 11:44:03 (0.0 0.0)
24/09/2024 11:44:03 (0.0 0.0)
24/09/2024 11:44:03 (0.0 0.0)
